SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020
50,2,3,39,143,Ohio,Sandusky County,58908,58880
50,2,3,39,145,Ohio,Scioto County,74004,73849
50,2,3,39,147,Ohio,Seneca County,55080,55061
50,2,3,39,149,Ohio,Shelby County,48234,48158
50,2,3,39,151,Ohio,Stark County,374814,374476
50,2,3,39,153,Ohio,Summit County,540429,539833
50,2,3,39,155,Ohio,Trumbull County,202061,201664
50,2,3,39,157,Ohio,Tuscarawas County,93283,93205
50,2,3,39,159,Ohio,Union County,62795,63069
50,2,3,39,161,Ohio,Van Wert County,28937,28922
50,2,3,39,163,Ohio,Vinton County,12804,12803
50,2,3,39,165,Ohio,Warren County,242345,243211
50,2,3,39,167,Ohio,Washington County,59773,59657
50,2,3,39,169,Ohio,Wayne County,116866,116899
50,2,3,39,171,Ohio,Williams County,37106,37084
50,2,3,39,173,Ohio,Wood County,132243,132246
50,2,3,39,175,Ohio,Wyandot County,21908,21878
40,3,7,40,0,Oklahoma,Oklahoma,3959354,3965243
50,3,7,40,1,Oklahoma,Adair County,19496,19449
50,3,7,40,3,Oklahoma,Alfalfa County,5705,5713
50,3,7,40,5,Oklahoma,Atoka County,14142,14164
50,3,7,40,7,Oklahoma,Beaver County,5050,5028
50,3,7,40,9,Oklahoma,Beckham County,22407,22326
50,3,7,40,11,Oklahoma,Blaine County,8731,8704
50,3,7,40,13,Oklahoma,Bryan County,46070,46326
50,3,7,40,15,Oklahoma,Caddo County,26945,26903
50,3,7,40,17,Oklahoma,Canadian County,154155,155435
50,3,7,40,19,Oklahoma,Carter County,48003,48040
50,3,7,40,21,Oklahoma,Cherokee County,47071,47085
50,3,7,40,23,Oklahoma,Choctaw County,14204,14205
50,3,7,40,25,Oklahoma,Cimarron County,2290,2287
50,3,7,40,27,Oklahoma,Cleveland County,295523,296253
50,3,7,40,29,Oklahoma,Coal County,5261,5276
50,3,7,40,31,Oklahoma,Comanche County,121125,121150
50,3,7,40,33,Oklahoma,Cotton County,5527,5540
50,3,7,40,35,Oklahoma,Craig County,14115,14147
50,3,7,40,37,Oklahoma,Creek County,71754,71843
50,3,7,40,39,Oklahoma,Custer County,28517,28448
50,3,7,40,41,Oklahoma,Delaware County,40394,40381
50,3,7,40,43,Oklahoma,Dewey County,4483,4476
50,3,7,40,45,Oklahoma,Ellis County,3750,3742
50,3,7,40,47,Oklahoma,Garfield County,62847,62699
50,3,7,40,49,Oklahoma,Garvin County,25655,25648
50,3,7,40,51,Oklahoma,Grady County,54807,54889
50,3,7,40,53,Oklahoma,Grant County,4174,4186
50,3,7,40,55,Oklahoma,Greer County,5492,5493
50,3,7,40,57,Oklahoma,Harmon County,2490,2476
50,3,7,40,59,Oklahoma,Harper County,3265,3246
50,3,7,40,61,Oklahoma,Haskell County,11563,11553
50,3,7,40,63,Oklahoma,Hughes County,13367,13348
50,3,7,40,65,Oklahoma,Jackson County,24784,24735
50,3,7,40,67,Oklahoma,Jefferson County,5329,5315
50,3,7,40,69,Oklahoma,Johnston County,10274,10242
50,3,7,40,71,Oklahoma,Kay County,43701,43605
50,3,7,40,73,Oklahoma,Kingfisher County,15181,15170
50,3,7,40,75,Oklahoma,Kiowa County,8503,8496
50,3,7,40,77,Oklahoma,Latimer County,9441,9477
50,3,7,40,79,Oklahoma,Le Flore County,48140,48209
50,3,7,40,81,Oklahoma,Lincoln County,33472,33515
50,3,7,40,83,Oklahoma,Logan County,49552,49753
50,3,7,40,85,Oklahoma,Love County,10145,10159
50,3,7,40,87,Oklahoma,McClain County,41671,41922
50,3,7,40,89,Oklahoma,McCurtain County,30811,30844
50,3,7,40,91,Oklahoma,McIntosh County,18945,18948
50,3,7,40,93,Oklahoma,Major County,7781,7747
50,3,7,40,95,Oklahoma,Marshall County,15299,15340
50,3,7,40,97,Oklahoma,Mayes County,39050,39054
50,3,7,40,99,Oklahoma,Murray County,13900,13873
50,3,7,40,101,Oklahoma,Muskogee County,66336,66222
50,3,7,40,103,Oklahoma,Noble County,10924,10925
50,3,7,40,105,Oklahoma,Nowata County,9322,9323
50,3,7,40,107,Oklahoma,Okfuskee County,11314,11272
50,3,7,40,109,Oklahoma,Oklahoma County,796550,798252
50,3,7,40,111,Oklahoma,Okmulgee County,36702,36688
50,3,7,40,113,Oklahoma,Osage County,45831,45799
50,3,7,40,115,Oklahoma,Ottawa County,30289,30240
50,3,7,40,117,Oklahoma,Pawnee County,15551,15553
50,3,7,40,119,Oklahoma,Payne County,81644,81647
50,3,7,40,121,Oklahoma,Pittsburg County,43777,43792
50,3,7,40,123,Oklahoma,Pontotoc County,38064,38091
50,3,7,40,125,Oklahoma,Pottawatomie County,72452,72540
50,3,7,40,127,Oklahoma,Pushmataha County,10812,10793
50,3,7,40,129,Oklahoma,Roger Mills County,3442,3431
50,3,7,40,131,Oklahoma,Rogers County,95237,95395
50,3,7,40,133,Oklahoma,Seminole County,23555,23516
50,3,7,40,135,Oklahoma,Sequoyah County,39272,39239
50,3,7,40,137,Oklahoma,Stephens County,42856,42835
50,3,7,40,139,Oklahoma,Texas County,21385,21291
50,3,7,40,141,Oklahoma,Tillman County,6967,6950
50,3,7,40,143,Oklahoma,Tulsa County,669268,670681
50,3,7,40,145,Oklahoma,Wagoner County,80987,81390
50,3,7,40,147,Oklahoma,Washington County,52451,52613
50,3,7,40,149,Oklahoma,Washita County,10921,10903
50,3,7,40,151,Oklahoma,Woods County,8622,8598
50,3,7,40,153,Oklahoma,Woodward County,20466,20401
40,4,9,41,0,Oregon,Oregon,4237282,4243544
50,4,9,41,1,Oregon,Baker County,16667,16728
50,4,9,41,3,Oregon,Benton County,95178,93602
50,4,9,41,5,Oregon,Clackamas County,421429,422483
50,4,9,41,7,Oregon,Clatsop County,41073,41156
50,4,9,41,9,Oregon,Columbia County,52594,52715
50,4,9,41,11,Oregon,Coos County,64926,64982
50,4,9,41,13,Oregon,Crook County,24739,24933
50,4,9,41,15,Oregon,Curry County,23446,23519
50,4,9,41,17,Oregon,Deschutes County,198261,199461
50,4,9,41,19,Oregon,Douglas County,111202,111294
50,4,9,41,21,Oregon,Gilliam County,1992,2014
50,4,9,41,23,Oregon,Grant County,7231,7240
50,4,9,41,25,Oregon,Harney County,7502,7507
50,4,9,41,27,Oregon,Hood River County,23978,23898
50,4,9,41,29,Oregon,Jackson County,223268,223753
50,4,9,41,31,Oregon,Jefferson County,24515,24582
50,4,9,41,33,Oregon,Josephine County,88087,88214
50,4,9,41,35,Oregon,Klamath County,69408,69624
50,4,9,41,37,Oregon,Lake County,8162,8170
50,4,9,41,39,Oregon,Lane County,382969,384242
50,4,9,41,41,Oregon,Lincoln County,50402,50509
50,4,9,41,43,Oregon,Linn County,128607,128950
50,4,9,41,45,Oregon,Malheur County,31577,31650
50,4,9,41,47,Oregon,Marion County,345926,346284
50,4,9,41,49,Oregon,Morrow County,12184,12219
50,4,9,41,51,Oregon,Multnomah County,815400,816261
50,4,9,41,53,Oregon,Polk County,87436,87983
50,4,9,41,55,Oregon,Sherman County,1873,1880
50,4,9,41,57,Oregon,Tillamook County,27385,27456
50,4,9,41,59,Oregon,Umatilla County,80071,79892
50,4,9,41,61,Oregon,Union County,26199,26171
50,4,9,41,63,Oregon,Wallowa County,7390,7403
50,4,9,41,65,Oregon,Wasco County,26666,26613
50,4,9,41,67,Oregon,Washington County,600368,601004
50,4,9,41,69,Oregon,Wheeler County,1449,1460
50,4,9,41,71,Oregon,Yamhill County,107722,107692
40,1,2,42,0,Pennsylvania,Pennsylvania,13002753,12995576
50,1,2,42,1,Pennsylvania,Adams County,103854,103814
50,1,2,42,3,Pennsylvania,Allegheny County,1250581,1249585
50,1,2,42,5,Pennsylvania,Armstrong County,65572,65496
50,1,2,42,7,Pennsylvania,Beaver County,168224,167857
50,1,2,42,9,Pennsylvania,Bedford County,47567,47569
50,1,2,42,11,Pennsylvania,Berks County,428836,428651
50,1,2,42,13,Pennsylvania,Blair County,122824,122667
50,1,2,42,15,Pennsylvania,Bradford County,59965,59975
50,1,2,42,17,Pennsylvania,Bucks County,646552,646212
50,1,2,42,19,Pennsylvania,Butler County,193716,194026
50,1,2,42,21,Pennsylvania,Cambria County,133464,133200
50,1,2,42,23,Pennsylvania,Cameron County,4544,4529
50,1,2,42,25,Pennsylvania,Carbon County,64761,64765
50,1,2,42,27,Pennsylvania,Centre County,158171,158035
50,1,2,42,29,Pennsylvania,Chester County,534429,534858
50,1,2,42,31,Pennsylvania,Clarion County,37237,37200
50,1,2,42,33,Pennsylvania,Clearfield County,80558,80427
50,1,2,42,35,Pennsylvania,Clinton County,37450,37381
50,1,2,42,37,Pennsylvania,Columbia County,64720,64681
50,1,2,42,39,Pennsylvania,Crawford County,83942,83797
50,1,2,42,41,Pennsylvania,Cumberland County,259461,260251
50,1,2,42,43,Pennsylvania,Dauphin County,286408,286694
50,1,2,42,45,Pennsylvania,Delaware County,576962,576505
50,1,2,42,47,Pennsylvania,Elk County,30994,30940
50,1,2,42,49,Pennsylvania,Erie County,271038,270724
50,1,2,42,51,Pennsylvania,Fayette County,128820,128585
50,1,2,42,53,Pennsylvania,Forest County,6987,6972
50,1,2,42,55,Pennsylvania,Franklin County,155944,155938
50,1,2,42,57,Pennsylvania,Fulton County,14562,14578
50,1,2,42,59,Pennsylvania,Greene County,35951,35869
50,1,2,42,61,Pennsylvania,Huntingdon County,44077,44043
50,1,2,42,63,Pennsylvania,Indiana County,83236,83158
50,1,2,42,65,Pennsylvania,Jefferson County,44501,44488
50,1,2,42,67,Pennsylvania,Juniata County,23500,23476
50,1,2,42,69,Pennsylvania,Lackawanna County,215914,215529
50,1,2,42,71,Pennsylvania,Lancaster County,552988,552819
50,1,2,42,73,Pennsylvania,Lawrence County,86065,85961
50,1,2,42,75,Pennsylvania,Lebanon County,143252,143272
50,1,2,42,77,Pennsylvania,Lehigh County,374546,374449
50,1,2,42,79,Pennsylvania,Luzerne County,325585,325195
50,1,2,42,81,Pennsylvania,Lycoming County,114199,114120
50,1,2,42,83,Pennsylvania,McKean County,40434,40405
50,1,2,42,85,Pennsylvania,Mercer County,110661,110553
50,1,2,42,87,Pennsylvania,Mifflin County,46138,46144
50,1,2,42,89,Pennsylvania,Monroe County,168292,168310
50,1,2,42,91,Pennsylvania,Montgomery County,856392,856829
50,1,2,42,93,Pennsylvania,Montour County,18144,18130
50,1,2,42,95,Pennsylvania,Northampton County,312951,312809
50,1,2,42,97,Pennsylvania,Northumberland County,91646,91544
50,1,2,42,99,Pennsylvania,Perry County,45836,45830
50,1,2,42,101,Pennsylvania,Philadelphia County,1603800,1600737
50,1,2,42,103,Pennsylvania,Pike County,58560,58593
50,1,2,42,105,Pennsylvania,Potter County,16403,16389
50,1,2,42,107,Pennsylvania,Schuylkill County,143042,142944
50,1,2,42,109,Pennsylvania,Snyder County,39736,39737
50,1,2,42,111,Pennsylvania,Somerset County,74124,73994
50,1,2,42,113,Pennsylvania,Sullivan County,5835,5823
50,1,2,42,115,Pennsylvania,Susquehanna County,38431,38355
50,1,2,42,117,Pennsylvania,Tioga County,41052,41025
50,1,2,42,119,Pennsylvania,Union County,42680,42659
50,1,2,42,121,Pennsylvania,Venango County,50465,50370
50,1,2,42,123,Pennsylvania,Warren County,38584,38513
50,1,2,42,125,Pennsylvania,Washington County,209331,209413
50,1,2,42,127,Pennsylvania,Wayne County,51146,51151
50,1,2,42,129,Pennsylvania,Westmoreland County,354607,354270
50,1,2,42,131,Pennsylvania,Wyoming County,26072,26033
50,1,2,42,133,Pennsylvania,York County,456434,456725
40,1,1,44,0,Rhode Island,Rhode Island,1097357,1096487
50,1,1,44,1,Rhode Island,Bristol County,50789,50781
50,1,1,44,3,Rhode Island,Kent County,170371,170419
50,1,1,44,5,Rhode Island,Newport County,85642,85498
50,1,1,44,7,Rhode Island,Providence County,660723,660014
50,1,1,44,9,Rhode Island,Washington County,129832,129775
40,3,5,45,0,South Carolina,South Carolina,5118250,5131992
50,3,5,45,1,South Carolina,Abbeville County,24293,24267
50,3,5,45,3,South Carolina,Aiken County,168810,169170
50,3,5,45,5,South Carolina,Allendale County,8037,7940
50,3,5,45,7,South Carolina,Anderson County,203721,204181
50,3,5,45,9,South Carolina,Bamberg County,13311,13259
50,3,5,45,11,South Carolina,Barnwell County,20583,20580
50,3,5,45,13,South Carolina,Beaufort County,187093,187814
50,3,5,45,15,South Carolina,Berkeley County,229779,231478
50,3,5,45,17,South Carolina,Calhoun County,14120,14111
50,3,5,45,19,South Carolina,Charleston County,408522,409934
50,3,5,45,21,South Carolina,Cherokee County,56225,56225
50,3,5,45,23,South Carolina,Chester County,32298,32287
50,3,5,45,25,South Carolina,Chesterfield County,43268,43256
50,3,5,45,27,South Carolina,Clarendon County,31145,30832
50,3,5,45,29,South Carolina,Colleton County,38600,38538
50,3,5,45,31,South Carolina,Darlington County,62905,62853
50,3,5,45,33,South Carolina,Dillon County,28294,28274
50,3,5,45,35,South Carolina,Dorchester County,161330,162056
50,3,5,45,37,South Carolina,Edgefield County,25649,25674
50,3,5,45,39,South Carolina,Fairfield County,20961,20892
50,3,5,45,41,South Carolina,Florence County,137067,136826
50,3,5,45,43,South Carolina,Georgetown County,63400,63508
50,3,5,45,45,South Carolina,Greenville County,525549,527244
50,3,5,45,47,South Carolina,Greenwood County,69350,69329
50,3,5,45,49,South Carolina,Hampton County,18565,18526
50,3,5,45,51,South Carolina,Horry County,351036,353774
50,3,5,45,53,South Carolina,Jasper County,28811,29158
50,3,5,45,55,South Carolina,Kershaw County,65407,65590
50,3,5,45,57,South Carolina,Lancaster County,96012,96589
50,3,5,45,59,South Carolina,Laurens County,67522,67626
50,3,5,45,61,South Carolina,Lee County,16533,16551
50,3,5,45,63,South Carolina,Lexington County,293919,294989
50,3,5,45,65,South Carolina,McCormick County,9527,9522
50,3,5,45,67,South Carolina,Marion County,29184,29088
50,3,5,45,69,South Carolina,Marlboro County,26667,26494
50,3,5,45,71,South Carolina,Newberry County,37716,37736
50,3,5,45,73,South Carolina,Oconee County,78612,78794
50,3,5,45,75,South Carolina,Orangeburg County,84227,83961
50,3,5,45,77,South Carolina,Pickens County,131415,131698
50,3,5,45,79,South Carolina,Richland County,416131,415755
50,3,5,45,81,South Carolina,Saluda County,18942,18914
50,3,5,45,83,South Carolina,Spartanburg County,328000,329370
50,3,5,45,85,South Carolina,Sumter County,105557,105409
50,3,5,45,87,South Carolina,Union County,27230,27173
50,3,5,45,89,South Carolina,Williamsburg County,31020,30914
50,3,5,45,91,South Carolina,York County,281907,283833
40,2,4,46,0,South Dakota,South Dakota,886656,887808
50,2,4,46,3,South Dakota,Aurora County,2744,2730
50,2,4,46,5,South Dakota,Beadle County,19149,19162
50,2,4,46,7,South Dakota,Bennett County,3383,3397
50,2,4,46,9,South Dakota,Bon Homme County,7002,6981
50,2,4,46,11,South Dakota,Brookings County,34364,34338
50,2,4,46,13,South Dakota,Brown County,38302,38230
50,2,4,46,15,South Dakota,Brule County,5253,5254
50,2,4,46,17,South Dakota,Buffalo County,1943,1933
50,2,4,46,19,South Dakota,Butte County,10243,10292
50,2,4,46,21,South Dakota,Campbell County,1376,1378
50,2,4,46,23,South Dakota,Charles Mix County,9375,9353
50,2,4,46,25,South Dakota,Clark County,3835,3850
50,2,4,46,27,South Dakota,Clay County,14973,15004
50,2,4,46,29,South Dakota,Codington County,28322,28353
50,2,4,46,31,South Dakota,Corson County,3899,3891
50,2,4,46,33,South Dakota,Custer County,8319,8333
50,2,4,46,35,South Dakota,Davison County,19958,19960
50,2,4,46,37,South Dakota,Day County,5452,5442
50,2,4,46,39,South Dakota,Deuel County,4295,4296
50,2,4,46,41,South Dakota,Dewey County,5244,5223
50,2,4,46,43,South Dakota,Douglas County,2833,2834
50,2,4,46,45,South Dakota,Edmunds County,3981,3982
50,2,4,46,47,South Dakota,Fall River County,6968,6971
50,2,4,46,49,South Dakota,Faulk County,2127,2128
50,2,4,46,51,South Dakota,Grant County,7561,7537
50,2,4,46,53,South Dakota,Gregory County,3987,3993
50,2,4,46,55,South Dakota,Haakon County,1875,1869
50,2,4,46,57,South Dakota,Hamlin County,6171,6169
50,2,4,46,59,South Dakota,Hand County,3145,3144
50,2,4,46,61,South Dakota,Hanson County,3462,3466
50,2,4,46,63,South Dakota,Harding County,1305,1303
50,2,4,46,65,South Dakota,Hughes County,17769,17734
50,2,4,46,67,South Dakota,Hutchinson County,7426,7424
50,2,4,46,69,South Dakota,Hyde County,1259,1248
50,2,4,46,71,South Dakota,Jackson County,2804,2799
50,2,4,46,73,South Dakota,Jerauld County,1660,1644
50,2,4,46,75,South Dakota,Jones County,920,927
50,2,4,46,77,South Dakota,Kingsbury County,5181,5200
50,2,4,46,79,South Dakota,Lake County,11063,11015
50,2,4,46,81,South Dakota,Lawrence County,25771,25847
50,2,4,46,83,South Dakota,Lincoln County,65159,65650
50,2,4,46,85,South Dakota,Lyman County,3714,3697
50,2,4,46,87,South Dakota,McCook County,5681,5671
50,2,4,46,89,South Dakota,McPherson County,2406,2399
50,2,4,46,91,South Dakota,Marshall County,4304,4301
50,2,4,46,93,South Dakota,Meade County,29847,29897
50,2,4,46,95,South Dakota,Mellette County,1918,1917
50,2,4,46,97,South Dakota,Miner County,2296,2300
50,2,4,46,99,South Dakota,Minnehaha County,197205,197688
50,2,4,46,101,South Dakota,Moody County,6340,6346
50,2,4,46,102,South Dakota,Oglala Lakota County,13673,13647
50,2,4,46,103,South Dakota,Pennington County,109231,109570
50,2,4,46,105,South Dakota,Perkins County,2829,2829
50,2,4,46,107,South Dakota,Potter County,2473,2472
50,2,4,46,109,South Dakota,Roberts County,10284,10266
50,2,4,46,111,South Dakota,Sanborn County,2335,2330
50,2,4,46,115,South Dakota,Spink County,6358,6343
50,2,4,46,117,South Dakota,Stanley County,2978,2966
50,2,4,46,119,South Dakota,Sully County,1447,1451
50,2,4,46,121,South Dakota,Todd County,9319,9316
50,2,4,46,123,South Dakota,Tripp County,5628,5606
50,2,4,46,125,South Dakota,Turner County,8672,8684
50,2,4,46,127,South Dakota,Union County,16813,16855
50,2,4,46,129,South Dakota,Walworth County,5317,5291
50,2,4,46,135,South Dakota,Yankton County,23317,23291
50,2,4,46,137,South Dakota,Ziebach County,2413,2391
40,3,6,47,0,Tennessee,Tennessee,6912319,6927736
50,3,6,47,1,Tennessee,Anderson County,77170,77347
50,3,6,47,3,Tennessee,Bedford County,50237,50381
50,3,6,47,5,Tennessee,Benton County,15858,15847
50,3,6,47,7,Tennessee,Bledsoe County,14907,14945
50,3,6,47,9,Tennessee,Blount County,135290,135666
50,3,6,47,11,Tennessee,Bradley County,108620,108832
50,3,6,47,13,Tennessee,Campbell County,39280,39310
50,3,6,47,15,Tennessee,Cannon County,14508,14564
50,3,6,47,17,Tennessee,Carroll County,28432,28427
50,3,6,47,19,Tennessee,Carter County,56365,56391
50,3,6,47,21,Tennessee,Cheatham County,41023,41088
50,3,6,47,23,Tennessee,Chester County,17348,17379
50,3,6,47,25,Tennessee,Claiborne County,32041,32075
50,3,6,47,27,Tennessee,Clay County,7579,7588
50,3,6,47,29,Tennessee,Cocke County,35997,36043
50,3,6,47,31,Tennessee,Coffee County,57873,58132
50,3,6,47,33,Tennessee,Crockett County,13910,13907
50,3,6,47,35,Tennessee,Cumberland County,61153,61381
50,3,6,47,37,Tennessee,Davidson County,715887,716153
50,3,6,47,39,Tennessee,Decatur County,11434,11429
50,3,6,47,41,Tennessee,DeKalb County,20074,20186
50,3,6,47,43,Tennessee,Dickson County,54316,54452
50,3,6,47,45,Tennessee,Dyer County,36799,36710
50,3,6,47,47,Tennessee,Fayette County,41717,41868
50,3,6,47,49,Tennessee,Fentress County,18487,18533
50,3,6,47,51,Tennessee,Franklin County,42767,42842
50,3,6,47,53,Tennessee,Gibson County,50409,50443
50,3,6,47,55,Tennessee,Giles County,30345,30346
50,3,6,47,57,Tennessee,Grainger County,23532,23572
50,3,6,47,59,Tennessee,Greene County,70153,70339
50,3,6,47,61,Tennessee,Grundy County,13526,13541
50,3,6,47,63,Tennessee,Hamblen County,64507,64553
50,3,6,47,65,Tennessee,Hamilton County,366840,367886
50,3,6,47,67,Tennessee,Hancock County,6661,6628
50,3,6,47,69,Tennessee,Hardeman County,25460,25435
50,3,6,47,71,Tennessee,Hardin County,26968,26948
50,3,6,47,73,Tennessee,Hawkins County,56718,56715
50,3,6,47,75,Tennessee,Haywood County,17864,17827
50,3,6,47,77,Tennessee,Henderson County,27844,27833
50,3,6,47,79,Tennessee,Henry County,32197,32149
50,3,6,47,81,Tennessee,Hickman County,24910,24972
50,3,6,47,83,Tennessee,Houston County,8273,8295
50,3,6,47,85,Tennessee,Humphreys County,18989,18998
50,3,6,47,87,Tennessee,Jackson County,11620,11637
50,3,6,47,89,Tennessee,Jefferson County,54666,54897
50,3,6,47,91,Tennessee,Johnson County,17944,17985
50,3,6,47,93,Tennessee,Knox County,478925,480472
50,3,6,47,95,Tennessee,Lake County,7001,6988
50,3,6,47,97,Tennessee,Lauderdale County,25139,25115
50,3,6,47,99,Tennessee,Lawrence County,44158,44185
50,3,6,47,101,Tennessee,Lewis County,12586,12609
50,3,6,47,103,Tennessee,Lincoln County,35322,35332
50,3,6,47,105,Tennessee,Loudon County,54889,55144
50,3,6,47,107,Tennessee,McMinn County,53272,53347
50,3,6,47,109,Tennessee,McNairy County,25868,25868
50,3,6,47,111,Tennessee,Macon County,25212,25260
50,3,6,47,113,Tennessee,Madison County,98831,98832
50,3,6,47,115,Tennessee,Marion County,28841,28874
50,3,6,47,117,Tennessee,Marshall County,34318,34467
50,3,6,47,119,Tennessee,Maury County,100957,101812
50,3,6,47,121,Tennessee,Meigs County,12756,12808
50,3,6,47,123,Tennessee,Monroe County,46249,46399
50,3,6,47,125,Tennessee,Montgomery County,220012,221286
50,3,6,47,127,Tennessee,Moore County,6467,6472
50,3,6,47,129,Tennessee,Morgan County,21037,21051
50,3,6,47,131,Tennessee,Obion County,30795,30779
50,3,6,47,133,Tennessee,Overton County,22510,22590
50,3,6,47,135,Tennessee,Perry County,8384,8383
50,3,6,47,137,Tennessee,Pickett County,5005,5002
50,3,6,47,139,Tennessee,Polk County,17536,17558
50,3,6,47,141,Tennessee,Putnam County,79874,80101
50,3,6,47,143,Tennessee,Rhea County,33235,33302
50,3,6,47,145,Tennessee,Roane County,53544,53666
50,3,6,47,147,Tennessee,Robertson County,72809,72958
50,3,6,47,149,Tennessee,Rutherford County,341482,343285
50,3,6,47,151,Tennessee,Scott County,21852,21880
50,3,6,47,153,Tennessee,Sequatchie County,15826,15848
50,3,6,47,155,Tennessee,Sevier County,98677,98848
50,3,6,47,157,Tennessee,Shelby County,930012,929720
50,3,6,47,159,Tennessee,Smith County,19906,19963
50,3,6,47,161,Tennessee,Stewart County,13656,13708
50,3,6,47,163,Tennessee,Sullivan County,158146,158238
50,3,6,47,165,Tennessee,Sumner County,196289,197416
50,3,6,47,167,Tennessee,Tipton County,60976,61050
50,3,6,47,169,Tennessee,Trousdale County,11606,11646
50,3,6,47,171,Tennessee,Unicoi County,17911,17873
50,3,6,47,173,Tennessee,Union County,19807,19847
50,3,6,47,175,Tennessee,Van Buren County,6168,6174
50,3,6,47,177,Tennessee,Warren County,40953,41057
50,3,6,47,179,Tennessee,Washington County,132999,133211
50,3,6,47,181,Tennessee,Wayne County,16229,16220
50,3,6,47,183,Tennessee,Weakley County,32908,32908
50,3,6,47,185,Tennessee,White County,27351,27441
50,3,6,47,187,Tennessee,Williamson County,247790,249614
50,3,6,47,189,Tennessee,Wilson County,147745,148654
40,3,7,48,0,Texas,Texas,29149498,29237895
50,3,7,48,1,Texas,Anderson County,57922,57941
50,3,7,48,3,Texas,Andrews County,18611,18616
50,3,7,48,5,Texas,Angelina County,86511,86496
50,3,7,48,7,Texas,Aransas County,23828,23930
50,3,7,48,9,Texas,Archer County,8552,8553
50,3,7,48,11,Texas,Armstrong County,1847,1851
50,3,7,48,13,Texas,Atascosa County,49137,49286
50,3,7,48,15,Texas,Austin County,30168,30133
50,3,7,48,17,Texas,Bailey County,6905,6869
50,3,7,48,19,Texas,Bandera County,20836,20987
50,3,7,48,21,Texas,Bastrop County,97229,98060
50,3,7,48,23,Texas,Baylor County,3465,3461
50,3,7,48,25,Texas,Bee County,31055,31043
50,3,7,48,27,Texas,Bell County,370790,372407
50,3,7,48,29,Texas,Bexar County,2009323,2015492
50,3,7,48,31,Texas,Blanco County,11378,11451
50,3,7,48,33,Texas,Borden County,629,643
50,3,7,48,35,Texas,Bosque County,18232,18255
50,3,7,48,37,Texas,Bowie County,92894,92907
50,3,7,48,39,Texas,Brazoria County,372046,373490
50,3,7,48,41,Texas,Brazos County,233840,234527
50,3,7,48,43,Texas,Brewster County,9544,9561
50,3,7,48,45,Texas,Briscoe County,1436,1420
50,3,7,48,47,Texas,Brooks County,7126,7095
50,3,7,48,49,Texas,Brown County,38106,38056
50,3,7,48,51,Texas,Burleson County,17639,17679
50,3,7,48,53,Texas,Burnet County,49125,49480
50,3,7,48,55,Texas,Caldwell County,45882,45945
50,3,7,48,57,Texas,Calhoun County,20104,20064
50,3,7,48,59,Texas,Callahan County,13706,13748
50,3,7,48,61,Texas,Cameron County,421127,421504
50,3,7,48,63,Texas,Camp County,12464,12429
50,3,7,48,65,Texas,Carson County,5799,5795
50,3,7,48,67,Texas,Cass County,28449,28441
50,3,7,48,69,Texas,Castro County,7363,7324
50,3,7,48,71,Texas,Chambers County,46539,46992
50,3,7,48,73,Texas,Cherokee County,50543,50619
50,3,7,48,75,Texas,Childress County,6666,6657
50,3,7,48,77,Texas,Clay County,10217,10255
50,3,7,48,79,Texas,Cochran County,2545,2559
50,3,7,48,81,Texas,Coke County,3306,3321
50,3,7,48,83,Texas,Coleman County,7686,7687
50,3,7,48,85,Texas,Collin County,1066201,1075512
50,3,7,48,87,Texas,Collingsworth County,2652,2642
50,3,7,48,89,Texas,Colorado County,20637,20641
50,3,7,48,91,Texas,Comal County,161449,163608
50,3,7,48,93,Texas,Comanche County,13597,13635
50,3,7,48,95,Texas,Concho County,3302,3317
50,3,7,48,97,Texas,Cooke County,41674,41751
50,3,7,48,99,Texas,Coryell County,83092,83102
50,3,7,48,101,Texas,Cottle County,1379,1366
50,3,7,48,103,Texas,Crane County,4673,4671
50,3,7,48,105,Texas,Crockett County,3098,3095
50,3,7,48,107,Texas,Crosby County,5128,5096
50,3,7,48,109,Texas,Culberson County,2186,2185
50,3,7,48,111,Texas,Dallam County,7135,7137
50,3,7,48,113,Texas,Dallas County,2612087,2610802
50,3,7,48,115,Texas,Dawson County,12461,12474
50,3,7,48,117,Texas,Deaf Smith County,18592,18533
50,3,7,48,119,Texas,Delta County,5224,5221
50,3,7,48,121,Texas,Denton County,906530,914517
50,3,7,48,123,Texas,DeWitt County,19829,19841
50,3,7,48,125,Texas,Dickens County,1769,1758
50,3,7,48,127,Texas,Dimmit County,8615,8584
50,3,7,48,129,Texas,Donley County,3258,3276
50,3,7,48,131,Texas,Duval County,9830,9811
50,3,7,48,133,Texas,Eastland County,17754,17800
50,3,7,48,135,Texas,Ector County,165177,165491
50,3,7,48,137,Texas,Edwards County,1424,1421
50,3,7,48,139,Texas,Ellis County,192460,194322
50,3,7,48,141,Texas,El Paso County,865715,866582
50,3,7,48,143,Texas,Erath County,42545,42710
50,3,7,48,145,Texas,Falls County,16966,16942
50,3,7,48,147,Texas,Fannin County,35836,35974
50,3,7,48,149,Texas,Fayette County,24473,24511
50,3,7,48,151,Texas,Fisher County,3673,3678
50,3,7,48,153,Texas,Floyd County,5397,5369
50,3,7,48,155,Texas,Foard County,1097,1090
50,3,7,48,157,Texas,Fort Bend County,823997,830347
